model_name,precision,recall,mAP_0.5,mAP_0.5:0.95
yolo3d67w5_416,0.672718730372896,0.4981776707594283,0.5469403198963788,0.390958926652568
yolo3d67w5_448,0.6799622804219727,0.50530980594062,0.5589590423956545,0.4001835336228967
yolo3d67w5_480,0.6720905560704745,0.5113378246498227,0.5682898494133766,0.4088833515333606
yolo3n_160,0.4055604842939743,0.2004838158790746,0.1984656249890368,0.1281725994648453
yolo3n_192,0.4404089550379962,0.2437286662561233,0.2484454469057493,0.1621573499482092
yolo3n_224,0.4765440733216005,0.2805708159826986,0.2924719787532443,0.1930238792161542
yolo3n_256,0.4954829635562746,0.3119042897766138,0.3241025469679316,0.214943305827342
yolo3n_288,0.5229840429883967,0.3294000592339307,0.3540875785031873,0.2355085429054738
yolo3n_320,0.5504280357060443,0.3507303468354449,0.377532554763181,0.2521998028575927
yolo3n_352,0.5581506496637598,0.3713239683654007,0.3974251315667725,0.2694129761157258
yolo3n_384,0.5779730528734067,0.3841641128727749,0.4166354889358302,0.2824706035362224
yolo3n_416,0.5787437485774245,0.3925186647524832,0.4279229635894254,0.2927635521596886
yolo3n_448,0.5789302625485345,0.4098487804680824,0.4399579952304842,0.3006743307388935
yolo3n_480,0.5784160345126329,0.4211350567328967,0.4487097432624979,0.3085584927299982
yolo4d1w25_160,0.4600956672461357,0.2378794164791904,0.2437942440842927,0.1609967719943722
yolo4d1w25_192,0.5097262281384578,0.2839294197753342,0.2966077471798677,0.1996191084164697
yolo4d1w25_224,0.5433797067101696,0.3223470897622292,0.3414465604676492,0.232547636151637
yolo4d1w25_256,0.5741889926890146,0.3521359721406962,0.3803258454240993,0.2602143954521773
yolo4d1w25_288,0.5821363928869537,0.3793078692949815,0.4099832302335572,0.284456895301832
yolo4d1w25_320,0.5907854199263604,0.4095824782932112,0.4370538257463359,0.3036752822099686
yolo4d1w25_352,0.6059091549650203,0.4213886948510993,0.4566770800615197,0.3204513613601779
yolo4d1w25_384,0.6252923793311522,0.4355004326729562,0.4751284800294901,0.3367658050135426
yolo4d1w25_416,0.6399989223742213,0.4499908343080725,0.4917768592651587,0.3483213274958893
yolo4d1w25_448,0.6347420821776474,0.4662618727929105,0.505786061624363,0.3595839573463565
yolo4d1w25_480,0.6331301488512147,0.4768852833658183,0.5162168394053894,0.3691379005089278
yolo4d1w5_160,0.5564020673239163,0.3163062440106099,0.3351182342920626,0.2290763014537217
yolo4d1w5_192,0.5908091088999597,0.3612343648300479,0.3884931617982558,0.2702975942954665
yolo4d1w5_224,0.6138177623666919,0.4016511580805179,0.4370815972032284,0.3071950993721878
yolo4d1w5_256,0.6284931493576871,0.4382233945298368,0.4729714000817958,0.3339061541874935
yolo4d1w5_288,0.6586860425025723,0.4532617023740483,0.5008726720997114,0.3575446256862765
yolo4d1w5_320,0.6596989635509947,0.4857456376412406,0.5267714523599064,0.3791138086540036
yolo4d1w5_352,0.6608002970869136,0.5011463313846487,0.5440373992888239,0.393376439849991
yolo4d1w5_384,0.6802333299870448,0.5163817049162729,0.5628773591443862,0.4098001496704075
yolo4d1w5_416,0.7032372335242577,0.5195475463964232,0.5774239804809712,0.4215739120881586
yolo4d1w5_448,0.6942584817223545,0.5408349553338516,0.591119863781832,0.4328338636711084
yolo4d1w5_480,0.6910828469358137,0.5506790857493946,0.5987313049149906,0.440841507674079
yolo4l_160,0.6014285014062541,0.3763387568652169,0.4017002979831314,0.2805865022800765
yolo4l_192,0.6281383566249095,0.416708001941651,0.4508943927348589,0.3195068573713702
yolo4l_224,0.6614302019683969,0.4490151137012534,0.4944189791637036,0.3539419787842837
yolo4l_256,0.6600592171489783,0.4902285063138089,0.5314970568355665,0.3819468301452713
yolo4l_288,0.6917670236283371,0.5107106068837062,0.5605165016215994,0.4067841733764128
yolo4l_320,0.6893069781273576,0.5391808956298367,0.5867782395894088,0.4278307150931993
yolo4l_352,0.7037203524354387,0.548455192141933,0.6033140907288915,0.4438361512265187
yolo4l_384,0.6956703450080385,0.5730658867284092,0.619188240115969,0.4577007617307674
yolo4l_416,0.7126060375533609,0.5784288539563361,0.631453774933891,0.468414287433216
yolo4l_448,0.7061602287506995,0.589073316965645,0.6392173228487371,0.4761831056608459
yolo4l_480,0.7036071269222562,0.6007109771312455,0.6508798958443591,0.4841437519752331
yolo4n_160,0.42196097014782,0.2251961639525851,0.2210169524108271,0.1426667034045322
yolo4n_192,0.463632319609114,0.2648741071019646,0.2717668860027739,0.179387011381997
yolo4n_224,0.5065955974974417,0.301360822737847,0.3133363978307891,0.2097992762425062
yolo4n_256,0.5378291873220001,0.3293611391772191,0.3506134642377391,0.2372297670796054
yolo4n_288,0.5532796151945254,0.3555145090329731,0.3801942830750907,0.2593532537454185
yolo4n_320,0.5649973291582107,0.3738780347229694,0.4025085837509798,0.2765143181368776
yolo4n_352,0.5767222189973198,0.3913820454025517,0.4247943103200645,0.2946945361169737
yolo4n_384,0.5964588715565693,0.4087276096588875,0.4441389055533404,0.3081075839762804
yolo4n_416,0.6209925099693693,0.4187127172298811,0.4602134474383104,0.3206142602231572
yolo4n_448,0.6015428357100843,0.434803827513892,0.4728495013287689,0.3314597028326321
yolo4n_480,0.6129875310978112,0.4460159360073703,0.4844436007044154,0.339512416123412
yolo4s_160,0.5266228719069359,0.3009548112708141,0.3147826514318263,0.21186058815231
yolo4s_192,0.5782181299211263,0.345363586384553,0.371481540403127,0.2546384134572295
yolo4s_224,0.5992966954419156,0.3850726512131823,0.4153047319561212,0.2881608567764247
